user_id,click_top20,like_top20
3260,"52,85,6,744,214,274,260,421,152,190,178,377,61,63,1159,175,200,284,322,79","52,85,6,744,214,274,421,260,152,190,178,175,377,284,61,1159,200,63,79,322"
3261,"892,1713,59,69,265,1146,531,70,268,121,520,920,123,546,502,91,909,350,896,95","892,1713,59,69,531,1146,265,70,268,520,121,920,546,123,502,91,909,350,138,896"
3262,"222,21,51,172,789,316,185,34,284,244,336,383,734,351,4,274,232,500,168,1182","222,172,21,51,185,316,789,336,284,383,34,244,168,274,281,351,734,538,317,90"
3263,"435,187,644,670,749,588,663,744,137,97,63,587,665,206,721,114,133,27,1019,647","435,187,670,644,588,749,663,744,97,63,587,137,27,114,133,665,206,6,23,1019"
3264,"1076,288,648,1227,1146,149,95,542,513,161,146,156,930,433,892,515,910,714,606,134","1076,648,288,149,515,161,513,146,734,712,156,714,244,190,433,542,63,1227,1146,134"
3265,"196,529,126,148,39,108,349,865,85,738,238,904,679,663,219,664,273,1174,755,955","196,529,148,126,349,39,108,85,238,865,738,904,195,273,663,327,679,524,1174,219"
3266,"1,670,245,316,68,435,500,487,506,85,532,662,318,10,117,612,45,284,51,6","1,670,245,68,316,435,487,506,500,85,662,276,318,532,117,10,284,45,510,612"
3267,"5,1201,532,332,21,536,525,222,172,542,867,513,44,177,190,518,264,506,16,284","5,1201,532,332,21,172,536,542,222,525,513,190,867,44,177,16,6,34,85,93"
3268,"274,734,190,219,41,114,65,133,5,98,39,278,93,85,49,172,135,129,69,513","274,734,41,190,219,114,5,39,65,133,98,93,278,49,135,172,85,129,69,382"
3269,"39,172,93,382,274,114,190,65,51,5,734,284,45,152,670,516,28,27,318,281","39,93,172,382,274,114,51,5,190,734,65,284,45,516,152,670,318,28,27,219"
3270,"435,245,168,68,106,49,135,10,207,487,42,117,767,382,98,200,1467,612,152,172","435,245,168,68,49,106,10,135,207,42,117,487,767,382,98,200,612,1467,152,172"
3271,"106,20,10,8,663,1159,218,175,187,178,588,382,207,172,49,114,435,41,190,694","106,20,10,8,663,1159,218,588,178,187,175,382,207,49,172,114,435,41,190,260"
3272,"106,657,559,676,154,144,1418,92,88,116,768,247,1407,885,642,134,120,1039,48,815","106,657,559,676,154,144,1418,92,768,116,88,885,642,247,134,1407,120,48,1039,976"
3273,"670,24,1,52,129,105,135,435,39,49,185,260,128,125,93,45,85,6,68,382","670,24,1,52,105,129,435,49,135,39,128,185,125,45,93,260,6,85,23,27"
3274,"278,87,513,749,156,219,559,741,1019,784,214,742,809,187,539,97,663,203,574,274","278,87,513,156,749,219,1019,741,214,559,187,539,97,663,742,274,128,809,784,995"
3275,"744,663,612,670,1,435,214,995,210,85,97,207,1159,487,1467,125,715,27,23,128","744,435,670,663,214,1,612,210,85,97,995,1467,487,207,1159,715,125,128,23,218"
3276,"284,172,281,135,39,245,382,117,52,105,49,438,40,124,185,152,506,165,157,42","172,39,135,284,245,281,52,49,105,117,382,185,40,438,152,124,114,128,157,65"
3277,"42,382,1107,106,128,93,6,767,169,274,45,172,157,207,178,27,510,322,65,8","42,382,106,1107,128,93,6,169,274,767,45,172,178,157,207,27,65,8,510,175"
3278,"767,339,1349,662,586,421,612,771,560,598,536,1002,200,30,961,566,1279,1530,697,719","767,339,1349,586,662,421,771,598,560,536,1002,612,961,1279,30,1530,200,697,566,1238"
3279,"61,211,133,152,65,278,529,93,59,6,156,23,588,215,433,69,744,265,1019,776","61,152,65,211,133,93,6,278,59,23,69,529,247,744,27,265,588,156,219,39"
3280,"712,21,146,281,60,40,157,382,135,815,1043,1211,139,906,447,789,483,180,278,206","712,146,21,281,60,157,40,382,135,815,1043,139,1211,906,447,789,180,278,206,483"
3281,"215,156,98,59,214,386,140,645,844,703,648,768,897,212,27,841,739,744,734,127","215,156,98,59,214,386,140,645,844,703,768,648,897,212,27,841,744,739,734,127"
3282,"322,10,767,154,612,670,435,663,175,560,630,106,48,237,487,200,1159,744,247,97","322,10,767,612,670,154,435,663,560,175,630,106,48,487,237,200,1159,744,247,97"
3283,"644,219,214,742,274,207,1271,212,187,128,114,592,712,8,176,211,113,536,670,636","644,219,742,214,274,212,187,207,1271,128,592,114,712,8,113,211,176,636,600,213"
3284,"129,245,670,49,39,68,135,185,128,85,125,435,45,117,65,23,27,98,382,421","129,245,670,49,39,68,135,185,85,128,125,435,117,45,65,23,382,27,421,98"
3285,"157,196,211,1012,896,76,892,462,439,510,85,816,6,438,323,135,349,44,284,844","157,196,211,1012,896,892,462,76,439,510,816,85,6,438,323,135,844,349,746,127"
3286,"609,548,610,208,742,20,421,425,16,382,207,8,219,27,106,643,11,23,169,6","609,548,610,742,208,20,425,16,421,8,207,382,219,27,643,106,23,176,169,11"
3287,"421,322,10,154,175,662,24,767,670,48,247,52,168,435,135,382,663,339,487,560","421,322,10,154,175,662,24,670,767,48,247,52,168,435,135,382,663,487,339,560"
3288,"435,247,52,1,24,49,245,260,93,744,214,421,105,98,6,663,218,39,68,27","435,247,52,24,49,1,93,744,214,245,98,218,260,6,27,105,23,210,133,663"
3289,"1093,2043,312,2251,729,339,961,1695,71,547,350,2132,561,1232,1284,2584,1238,1495,1705,986","1093,2251,2043,312,729,339,1695,961,71,547,350,561,2132,1232,1284,2584,1495,1705,1238,200"
3290,"500,525,516,534,316,407,832,886,733,861,350,518,838,1713,1201,351,377,1015,373,289","500,525,316,516,534,407,832,733,518,886,351,350,1201,861,373,1713,838,377,51,364"
3291,"284,281,1107,506,40,42,168,24,418,438,110,135,1,106,52,245,129,1529,384,421","284,281,506,1107,40,42,168,24,438,418,135,1,110,52,245,129,106,384,421,1529"
3292,"415,3,141,1576,393,15,548,9,425,1624,762,1863,1645,12,208,722,1254,613,589,392","415,3,141,1576,425,9,15,548,393,1624,1863,762,1645,208,12,722,1254,613,589,392"
3293,"146,149,79,196,152,211,59,187,161,63,265,588,190,151,118,91,133,1146,98,61","152,79,146,211,149,265,190,63,187,59,161,196,133,49,98,61,128,588,65,218"
3294,"337,152,377,93,133,168,211,39,24,63,79,114,105,190,157,85,712,146,117,1229","337,377,152,133,93,211,168,63,39,79,114,190,24,105,157,712,85,146,1229,715"
3295,"542,238,734,516,407,500,232,532,316,525,733,534,518,51,920,185,288,1201,1713,838","542,238,407,500,532,232,518,734,516,534,525,920,316,733,51,1713,288,502,832,185"
3296,"244,69,542,238,734,316,1201,39,264,351,500,733,1151,455,190,288,133,291,377,61","244,69,542,238,734,1201,316,264,500,39,733,351,1151,288,455,190,51,407,291,4"
3297,"5,86,789,353,534,455,70,734,165,41,500,909,93,516,502,518,382,525,532,232","5,86,789,353,534,734,70,455,41,93,165,500,909,502,516,265,513,518,59,525"
3298,"4,500,516,455,525,232,733,244,5,532,791,69,351,306,1201,518,264,832,51,542","4,500,516,455,232,733,525,244,532,5,791,518,264,1201,69,351,867,832,863,542"
3299,"68,129,168,247,42,337,382,106,16,128,421,172,41,98,133,1116,516,471,322,1159","68,247,168,129,337,42,382,106,16,128,421,471,322,172,41,516,98,1116,133,351"
3300,"58,211,200,128,187,862,612,129,217,175,152,601,216,421,1286,793,168,276,98,195","58,211,200,128,187,862,612,129,217,175,421,152,168,601,216,98,276,662,793,195"
3301,"322,530,257,1233,44,959,506,630,525,421,1457,416,436,175,106,1254,543,505,1349,367","322,530,257,1233,44,959,506,525,630,421,1457,436,416,175,106,505,1254,543,48,367"
3302,"185,5,238,353,500,93,51,49,133,98,44,306,41,532,61,525,260,791,377,168","185,5,238,353,51,500,93,133,49,98,61,41,532,791,44,306,377,172,525,260"
3303,"207,200,421,85,6,16,670,51,1,536,634,771,219,322,8,178,23,435,612,176","207,200,421,85,771,634,16,6,670,8,1,178,536,51,176,322,219,23,435,612"
3304,"744,612,995,487,85,1242,219,23,24,1254,42,218,207,767,65,339,377,16,6,759","744,612,995,487,85,24,42,23,219,1254,1242,767,65,207,218,339,6,16,377,68"
3305,"327,86,530,260,60,243,195,124,434,983,245,306,906,28,438,111,462,247,293,923","327,86,530,260,60,243,195,434,124,983,906,245,111,306,28,462,438,293,247,923"
3306,"421,670,435,10,663,322,200,744,128,24,767,106,52,214,662,85,175,6,129,97","421,670,435,10,663,322,744,200,128,24,767,106,214,52,97,85,210,662,6,207"
3307,"323,377,238,791,1015,264,318,69,513,289,539,252,542,278,44,98,133,39,741,652","323,377,238,539,513,278,1015,69,252,791,98,133,63,156,61,542,264,318,114,39"
3308,"535,676,1089,1067,180,841,513,1085,21,16,688,1217,1314,1051,564,702,896,183,194,815","535,676,1089,1067,180,841,513,21,1085,16,688,1217,1314,1051,896,564,815,194,702,183"
3309,"20,8,219,187,742,588,211,425,214,677,49,798,865,185,51,670,559,152,52,39","20,8,219,742,187,588,211,425,677,214,798,49,865,51,185,559,670,152,52,39"
3310,"185,135,670,421,435,306,44,322,93,487,284,1107,69,510,318,86,85,500,525,128","185,135,670,421,435,306,44,93,322,1107,487,284,69,510,86,318,85,128,337,500"
3311,"197,1217,336,188,206,1030,689,602,1221,1276,1190,1086,193,194,1136,199,332,1715,2266,2173","197,1217,336,188,206,1030,689,1221,1276,602,1086,1190,193,194,1136,332,199,1715,2173,2266"
3312,"739,63,809,152,135,51,375,42,247,351,232,1151,648,712,867,31,124,896,455,333","739,809,63,135,51,152,375,351,232,1151,867,42,247,31,648,712,455,333,896,124"
3313,"670,435,612,995,10,79,759,217,168,322,172,213,178,148,645,547,487,729,124,120","670,435,612,995,79,759,10,217,168,645,213,172,729,120,322,547,148,178,620,124"
3314,"278,703,991,755,677,114,190,16,592,377,529,156,161,734,776,559,1015,1116,120,213","278,703,991,755,677,592,529,156,16,190,114,377,161,559,734,776,1015,1116,120,213"
3315,"49,59,149,433,65,539,168,260,734,377,185,52,86,28,157,135,5,274,45,24","49,59,149,433,65,168,539,260,734,377,185,52,86,28,157,135,5,274,24,45"
3316,"23,663,219,210,744,214,670,218,97,715,114,187,85,274,1,93,133,61,190,49","210,23,663,219,214,744,218,715,97,670,114,187,61,133,190,274,85,93,49,278"
3317,"214,187,128,211,93,152,6,79,670,529,219,588,1019,274,433,435,129,587,247,85","214,128,187,211,93,6,152,219,79,670,274,529,1019,588,129,433,85,435,247,587"
3318,"1,435,175,487,663,1254,200,720,10,719,154,1467,1159,1241,97,247,634,214,771,112","435,1,175,487,1254,663,720,200,719,10,154,1159,1467,1241,97,247,634,112,771,214"
3319,"598,112,48,175,662,560,237,1467,1731,554,1241,630,771,719,102,634,64,1196,106,2012","598,112,237,1467,560,48,175,662,1731,1241,554,630,719,771,634,102,64,1196,106,1273"
3320,"515,34,397,387,815,535,557,522,222,658,607,21,567,1257,291,742,896,872,401,1182","515,34,397,557,815,387,607,535,522,658,567,222,1257,21,291,742,401,872,896,1182"
3321,"207,178,184,634,548,200,176,1,204,435,175,771,421,744,767,598,601,14,148,128","207,178,200,634,184,548,176,1,435,204,744,421,175,771,128,663,601,767,598,14"
3322,"245,49,129,152,168,93,24,157,39,79,133,98,105,265,114,281,128,377,125,172","245,49,152,129,168,157,93,24,39,79,133,98,105,265,377,281,114,128,125,530"
3323,"536,30,798,16,540,8,244,184,14,500,532,185,51,169,643,1271,332,219,393,1345","536,30,798,16,8,540,244,184,14,500,532,51,185,169,643,332,219,1271,393,1345"
3324,"663,214,219,45,995,670,125,715,23,27,65,128,274,85,97,435,6,278,1,98","663,214,219,45,995,715,125,670,23,27,65,128,97,274,278,85,6,435,98,1"
3325,"525,832,500,436,306,520,518,532,316,909,174,1106,789,791,69,353,264,517,886,220","306,436,500,525,832,316,532,69,520,185,518,789,353,284,506,909,5,51,86,39"
3326,"51,219,940,734,5,69,10,238,4,15,185,339,536,39,322,22,274,500,135,663","51,219,734,5,10,39,185,69,274,135,27,940,322,45,1,663,238,382,4,65"
3327,"65,69,125,45,238,274,211,542,24,529,910,87,712,789,644,86,135,353,134,556","65,125,69,45,274,238,211,24,542,910,529,86,712,789,135,87,644,353,1229,146"
3328,"640,370,705,522,901,872,21,177,732,253,413,594,19,558,488,582,419,418,485,1593","640,522,705,370,901,21,872,732,177,253,19,594,413,558,488,582,419,418,485,284"
3329,"662,1,560,175,435,612,10,237,200,247,1241,207,171,744,68,1349,1196,634,547,1731","662,1,560,175,435,612,10,237,200,247,1241,207,744,68,171,1349,1196,634,547,168"
3330,"39,185,105,734,247,135,316,532,500,238,93,129,51,49,4,24,5,44,52,98","39,185,105,4,135,247,500,316,24,532,306,129,44,52,168,49,260,51,93,734"
3331,"41,49,51,129,27,133,28,98,34,245,52,152,247,165,16,169,265,69,670,281","41,49,51,28,129,27,34,133,52,245,98,165,152,247,16,169,265,281,670,69"
3332,"532,734,264,407,44,520,832,232,518,861,733,940,350,1201,1713,886,838,867,920,288","734,532,264,407,232,44,520,733,518,832,861,940,1201,350,288,867,1713,920,838,1151"
3333,"244,789,734,238,190,288,5,1201,332,114,98,377,161,910,41,515,336,542,156,1076","244,734,789,238,190,5,288,1201,114,98,332,161,377,156,41,910,515,542,1076,739"
3334,"168,245,306,24,265,93,471,68,247,117,124,135,318,506,384,69,41,1529,98,190","168,245,306,24,135,117,471,93,124,265,247,506,68,384,318,1529,41,222,42,69"
3335,"117,41,85,169,274,135,548,128,382,105,125,190,178,27,185,219,49,129,643,52","117,41,85,169,274,128,135,548,125,190,105,382,27,219,49,93,178,114,185,129"
3336,"138,462,167,837,123,243,904,850,156,86,531,192,475,1712,291,449,57,1688,1669,489","138,462,167,837,123,243,904,156,850,86,531,192,1712,291,475,57,449,87,1669,895"
3337,"69,500,353,407,534,244,513,532,5,377,733,51,1713,832,93,133,86,98,260,1201","69,500,353,407,244,534,513,532,5,377,51,733,133,1713,93,832,98,1201,114,86"
3338,"8,207,178,548,184,20,85,643,1299,798,6,393,756,757,117,41,425,767,219,742","8,207,178,548,184,20,85,643,1299,798,6,393,756,757,117,41,425,742,767,219"
3339,"117,185,39,172,41,68,6,42,284,281,670,128,316,506,27,8,45,133,98,114","117,185,39,172,41,68,6,42,284,281,670,128,316,506,27,8,45,133,98,114"
3340,"69,98,734,185,41,172,278,152,238,6,539,27,219,23,284,542,513,382,407,218","69,98,734,185,278,152,41,238,172,539,6,27,23,219,542,218,513,284,407,382"
3341,"1233,525,39,306,510,129,24,316,487,86,243,1,500,455,133,135,281,796,322,4","39,129,1233,24,306,525,510,86,316,243,1,487,133,500,135,114,281,455,323,125"
3342,"238,264,244,734,516,232,867,838,1151,1201,407,455,733,950,500,532,652,332,520,316","238,264,244,734,867,232,516,407,532,838,940,520,4,455,1151,500,950,733,51,518"
3343,"515,34,336,41,21,20,14,643,222,538,169,291,51,16,172,117,425,742,1182,548","515,34,336,41,643,20,21,14,538,16,51,291,169,222,742,172,274,117,734,332"
3344,"247,24,322,663,744,128,125,612,245,68,214,27,85,106,767,210,65,39,662,6","247,24,322,663,744,128,125,612,245,214,27,68,85,210,65,106,767,39,6,93"
3345,"187,588,386,644,206,218,161,587,647,715,61,6,128,529,45,149,114,79,1019,215","187,588,386,206,644,218,161,128,6,149,79,61,587,715,45,647,114,529,152,59"
3346,"1467,200,1254,1159,97,830,171,601,618,1468,1587,1349,547,840,88,586,102,160,717,24","1467,200,1254,1159,97,171,830,601,618,1468,1349,1587,547,102,88,586,717,160,840,204"
3347,"28,105,534,247,318,185,260,284,52,245,520,1713,525,281,44,500,152,5,51,114","28,534,105,318,247,185,260,284,520,1713,52,245,525,44,500,281,238,152,5,51"
3348,"10,154,106,548,382,670,27,42,24,135,128,200,23,125,45,168,124,767,41,85","10,154,106,382,548,42,135,24,670,27,128,200,767,168,23,124,41,125,48,85"
3349,"59,149,539,897,513,65,734,118,87,151,278,134,377,211,407,45,105,218,91,245","59,149,539,513,897,87,65,734,134,278,118,151,377,211,218,776,407,45,91,203"
3350,"41,51,5,177,274,21,500,85,172,353,16,169,39,789,284,168,245,52,129,24","41,51,177,21,5,274,353,500,85,16,172,169,789,284,39,168,336,142,8,245"
3351,"69,532,500,353,318,51,185,316,734,238,542,39,407,516,525,306,244,135,832,455","69,532,500,353,318,238,51,734,316,542,185,407,525,516,244,791,39,832,520,455"
3352,"995,1242,1015,759,592,193,741,755,97,1230,468,1426,289,965,365,744,377,663,969,1809","995,1015,1242,759,592,193,741,755,1230,468,1426,365,289,97,965,969,1809,1018,1711,981"
3353,"63,433,152,91,897,776,844,140,606,434,58,127,1042,111,714,1059,75,167,256,147","63,152,433,91,897,776,844,140,434,606,58,111,127,1042,714,1059,167,539,75,892"
3354,"214,278,63,133,61,114,644,128,27,190,187,219,211,670,93,6,749,49,435,215","214,278,63,133,128,114,61,644,27,190,187,211,670,93,219,6,435,49,274,152"
3355,"247,670,52,24,1,245,39,68,105,377,125,185,98,128,421,322,744,487,663,133","247,670,52,24,1,245,39,68,105,421,125,322,128,185,377,98,487,744,133,663"
3356,"1,435,670,715,1116,1467,759,128,219,52,129,1233,200,644,1093,39,205,260,85,49","1,435,670,715,1116,1467,759,128,219,52,129,1233,200,644,205,39,1093,260,85,49"
3357,"117,185,291,41,105,135,85,169,316,274,382,516,245,222,177,165,21,6,317,24","117,185,291,41,105,135,316,169,85,382,516,274,222,245,177,165,21,317,6,351"
3358,"124,28,24,245,41,52,793,386,247,1107,106,76,506,670,1529,39,20,1,53,187","124,28,24,245,41,52,247,793,386,1107,106,76,670,506,39,1529,1,20,187,10"
3359,"68,245,168,24,129,185,49,39,281,93,157,337,152,85,382,316,128,172,1107,327","68,245,168,24,129,185,49,281,39,157,93,337,1107,152,382,85,316,327,172,276"
3360,"34,42,382,11,20,46,391,14,643,427,41,10,165,8,16,609,397,730,1257,815","42,34,382,20,46,11,391,14,427,643,10,41,8,16,165,609,397,730,1257,420"
3361,"187,152,214,59,140,210,1110,529,433,124,670,156,897,27,215,435,23,278,744,749","187,152,214,140,59,210,1110,529,433,670,215,897,156,124,27,435,23,278,744,539"
3362,"21,222,177,336,165,516,789,353,538,244,351,232,1182,317,382,51,333,172,1151,815","21,222,177,336,165,353,789,516,538,1182,244,232,351,317,382,51,333,172,815,1151"
3363,"177,291,370,169,336,535,284,538,42,5,105,185,317,85,316,245,274,324,89,901","177,291,370,169,336,535,538,284,42,5,105,317,185,85,316,245,274,324,901,89"
3364,"306,281,1529,438,505,86,40,257,384,284,526,530,510,373,168,327,471,135,463,382","306,281,1529,257,86,505,438,384,40,526,284,530,373,510,327,471,463,168,525,796"
3365,"20,742,187,588,204,207,865,206,184,219,757,211,128,759,799,679,798,1211,841,63","20,742,187,204,588,207,184,865,206,219,757,799,211,128,759,798,1211,679,841,1309"
3366,"218,63,210,278,98,214,45,61,114,133,190,211,744,161,23,27,93,6,152,529","218,278,61,98,45,114,63,210,133,190,214,744,93,27,23,6,219,734,161,49"
3367,"339,154,719,1238,1451,720,1284,767,1466,1452,1450,961,547,426,412,470,1196,1232,2042,612","339,154,719,1451,1238,1466,1284,720,767,1452,426,1450,412,547,961,470,1196,2042,1232,88"
3368,"63,61,161,265,172,59,715,41,278,39,117,274,149,105,433,245,52,156,539,24","63,61,265,172,161,41,117,39,59,715,274,105,245,278,52,149,24,670,135,433"
3369,"85,125,27,6,10,24,52,421,247,129,65,744,207,663,105,274,135,245,219,214","125,27,6,85,65,10,744,24,52,247,129,663,421,214,219,210,207,274,105,93"
3370,"187,715,23,210,278,588,161,85,129,274,172,97,265,168,734,16,156,59,200,10","715,23,187,210,129,85,278,274,588,161,168,172,1,734,16,135,97,10,265,200"
3371,"42,767,169,184,276,168,16,1299,382,393,771,200,601,598,1062,49,204,795,39,1116","42,767,184,169,276,168,16,393,1299,382,771,1062,200,598,601,795,1311,49,204,281"
3372,"124,154,421,24,28,1,10,168,670,129,49,322,52,435,93,1107,157,39,720,106","124,154,421,24,28,1,168,10,670,129,49,52,93,322,435,157,1107,39,539,720"
3373,"152,63,133,79,59,161,49,61,69,156,211,218,377,65,39,897,128,125,278,539","152,63,133,79,49,59,61,69,161,39,65,377,218,156,211,128,125,247,260,278"
3374,"1,670,435,247,24,487,612,662,125,168,105,45,560,8,16,42,200,135,1467,214","1,670,435,487,247,24,612,662,560,105,168,8,125,45,16,1467,42,200,135,274"
3375,"152,63,79,133,98,93,49,265,59,190,114,61,433,69,196,211,65,39,218,156","152,63,79,133,98,93,59,265,49,190,114,61,433,196,69,211,65,156,218,39"
3376,"39,69,247,135,129,52,168,51,49,734,93,316,274,245,532,1,318,5,382,260","39,247,129,135,52,49,69,168,93,245,670,1,274,114,98,125,133,260,734,51"
3377,"897,94,241,123,971,156,189,490,776,496,1227,844,922,99,1712,297,606,161,377,1146","897,94,241,971,189,156,776,123,1227,490,496,99,844,606,134,1712,161,73,297,1146"
3378,"643,20,5,391,742,16,169,332,734,51,14,382,425,85,278,222,353,718,244,93","5,20,391,643,16,742,169,51,332,734,382,14,425,222,85,353,278,244,93,718"
3379,"500,532,832,306,525,44,518,436,407,534,353,373,51,789,516,5,733,135,39,351","500,532,525,832,306,44,518,353,534,407,789,436,516,51,5,733,373,39,351,135"
